name;program_id;CIP;CIP_desc;College;Department;Program;Award;year
Mrs. Caitlyn Kuphal; 61;131205;Secondary Education;College of Education;Education;Inst for Teacher Ed;Other;2004
Tamiko Simonis; 70; 30599;Trop Forest Eco Mgmt & Agrofor;Career & Tech Ed;Technology;Trop Forest Ecosys & Agrof Mgt;Associate Degrees;2004
Marisol Yost;165;520201;Business Admin & Mgmt, General;Professional Studies Division;Business Administration;Marketing;Bachelor's Degrees;2004
Zena Wehner;194;131401;Eng for Speakers of other Lang;College of Arts & Sciences;Lang, Ling & Lit;Second Lang Studies;Bachelor's Degrees;2004
Olin Wehner; 76;450901;International Relations;College of Arts & Sciences;Arts & Humanities;China-U.S. Relations;Master's Degrees;2004
Dr. Matthew Bergstrom;323;190901;Fashion Des & Merchandising;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Family & Consumer Sci;Bachelor's Degrees;2004
Khalil Hane Jr.;  9;140301;Agricultural Engineering;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Molecular Biosci & Bioeng;Bachelor's Degrees;2004
Samira Flatley; 12; 50102;American Studies;College of Arts & Sciences;Arts & Humanities;American Studies;Bachelor's Degrees;2004
Loren McCullough-Thiel;347;261309;Epidemiology;School of Medicine;School of Medicine;Public Health;Doctoral Degrees;2004
Jamila Pfeffer; 69;301901;Food Science & Human Nutrition;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Hum Nutr, Food & Animal Sci;Bachelor's Degrees;2004
Valeria Fahey;368;380101;Philosophy;College of Arts & Sciences;Arts & Humanities;Philosophy;Doctoral Degrees;2004
Carey Zulauf;181;520201;Business Admin & Mgmt, General;Professional Studies Division;Business Administration;Finance;Bachelor's Degrees;2004
Riley Muller V;336;161404;Filipino/Tagalog Lang and Lit;College of Arts & Sciences;Lang, Ling & Lit;Indo Pac Lang & Lit;Bachelor's Degrees;2004
Mrs. Cicely Walsh;  5;131210;Early Childhood Education;Career & Tech Ed;Public Services;Early Childhood Education;Associate Degrees;2004
Dr. Natalya Watsica;193; 50202;American Indian/Native Studies;General & Pre-Prof Ed;Hawaiian Studies;;Associate Degrees;2004
Reino Kutch;452;521001;Human Resource Management;College of Business Admin;Business Administration;Mgt & Industrial Rel;Master's Degrees;2004
Dr. Ivor Rowe;204;151202;Electronics & Comp Engin Tech;Career & Tech Ed;Technology;Electronics & Comp Engin Tech;Certs of Achievement;2004
Omer Wilderman-Lehner;413;240103;Humanities;Humanities Division;Humanities;Literature;Bachelor's Degrees;2004
Marsh Dietrich; 38;160303;Korean;College of Arts & Sciences;Lang, Ling & Lit;East Asian Lang & Lit;Master's Degrees;2004
Miss Wanda Kihn;330; 40401;EnvironmentalDesign/Arch;School of Architecture;School of Architecture;Environmental Design;Bachelor's Degrees;2004
Brantley Mohr-Bradtke;146;151303;Arch Engineering & CAD Tech;Career & Tech Ed;Technology;Arch Eng & CAD Tech;Certs of Achievement;2004
Augustin Simonis III;481;512201;Pub Health Sci & Epidemiology;School of Medicine;School of Social Work;Public Health;Doctoral Degrees;2004
Oneta Kihn PhD;475;110801;Digital Media, Web Page Design;Career & Tech Ed;Technology;Digital Media Production;Certs of Achievement;2004
Seth Towne; 40;160199;Ling, Comp & Rel Lang Studies;College of Arts & Sciences;Lang, Ling & Lit;Second Lang Studies;Doctoral Degrees;2004
Odis Cummings;175;161200;Lang&Lit/Europe&Amer-Classics;College of Arts & Sciences;Lang, Ling & Lit;Lang & Lit of Europe & Amer;Bachelor's Degrees;2004
Magan Koss;438;131299;Teacher Education;General & Pre-Prof Ed;Teaching;Teaching;Associate Degrees;2004
Ms. Fleta Wiegand;165;520201;Business Admin & Mgmt, General;Professional Studies Division;Business Administration;Marketing;Bachelor's Degrees;2004
Jay Anderson; 13;451001;Political Science/Government;College of Arts & Sciences;Social Sciences;Political Science;Bachelor's Degrees;2004
Aloys Hickle;248;450601;Economics;College of Arts & Sciences;Social Sciences;Economics;Bachelor's Degrees;2004
Kaleb Boyer-Schumm;316;520101;General Business;Career & Tech Ed;Business Education;Business Careers;Certs of Achievement;2004
Austin Gerhold;176;430107;Administration of Justice;Career & Tech Ed;Public Services;Administration of Justice;Certs of Achievement;2004
Neveah Swift-Swift;383;110802;Data Modeling/Warehousing;Career & Tech Ed;Business Education;Information Tech;Certs of Achievement;2004
Jaheim Kihn;306;190902;Apparel & Textile Manufacture;Career & Tech Ed;Technology;Fashion Technology;Associate Degrees;2004
Randle Yundt;283;142401;Ocean & Resources Engineering;Schl of Ocean & Earth Sci & Tech;Ocean & Earth Sci & Tech;Ocean & Res Eng;Master's Degrees;2004
Clemence Murazik;169;260301;Botany;College of Arts & Sciences;Natural Sciences;Botany Program;Master's Degrees;2004
Taniyah Boyer;282;130401;Educational Administration;College of Education;Education;Educational Administration;Master's Degrees;2004
Estell Stiedemann;486;512201;Pub Health Sci & Epidemiology;School of Social Work;School of Social Work;Public Health;Bachelor's Degrees;2004
Lyndon Effertz;319;420101;Psychology, General;College of Arts & Sciences;Social Sciences;Psychology;Master's Degrees;2004
Dr. Vassie Grady DVM;183;500999;Music, Other;Career & Tech Ed;Technology;Music & Entertain Learning Exp;Associate Degrees;2004
Ms. Leafy Marvin PhD;250;160402;Russian;College of Arts & Sciences;Lang, Ling & Lit;Lang & Lit of Europe & Amer;Bachelor's Degrees;2004
Dr. Rudy Howell II;385;110101;Computer/Info Science, General;College of Arts & Sciences;Natural Sciences;Information & Comp Sci;Master's Degrees;2004
Masao Mosciski-Considine;209;240103;Humanities;Humanities Division;Humanities;English;Bachelor's Degrees;2004
Tyrel Braun V; 85;160302;Japanese;College of Arts & Sciences;Lang, Ling & Lit;East Asian Lang & Lit;Master's Degrees;2004
Dionicio Gerhold;419;260406;Cell/Cellular & Molecular Biol;School of Medicine;School of Medicine;Biomed Sci(Cell&Molecular Bio);Doctoral Degrees;2004
Dr. Liller Gutmann DDS;211;500301;Dance;College of Arts & Sciences;Arts & Humanities;Theater & Dance;Bachelor's Degrees;2004
Tessa Legros; 36;260406;Cell/Cellular & Molecular Biol;School of Medicine;School of Medicine;Cell & Molecular Biology;Doctoral Degrees;2004
Miss Brande Kirlin MD;265; 50102;American Studies;College of Arts & Sciences;Arts & Humanities;American Studies;Master's Degrees;2004
Cappie Powlowski;268;141001;Electrical Engineering;College of Engineering;Engineering;Electrical Engineering;Master's Degrees;2004
Nelle Kuphal MD;230;131202;Elementary Education;College of Arts & Sciences;Social Sciences;Education;Other;2004
Dr. Hilario Von III;436;460412;Bldg/Construction SiteMgmt/Mgr;Career & Tech Ed;Technology;Construction Management;Certs of Achievement;2004
Jenifer Price;372;520903;Travel Industry Management;School of Travel Industry Mgt;Travel Industry Management;Travel Industry Management;Bachelor's Degrees;2004
Sussie Hintz;455;520201;Business Admin & Mgmt, General;Professional Studies Division;Business Administration;Hospitality and Tourism;Bachelor's Degrees;2004
Dr. Anissa Considine; 28;430104;Criminal Justice Studies;College of Arts & Sciences;Social Sciences;Administration of Justice;Bachelor's Degrees;2004
Darryll Reilly;190; 50127;Japanese Studies;College of Arts & Sciences;Arts & Humanities;Japanese Studies;Bachelor's Degrees;2004
Lindell Hyatt;228;511005;Medical Technology;School of Medicine;School of Medicine;Medical Technology;Bachelor's Degrees;2004
Estrella Altenwerth; 16;520701;Entrepreneurship;College of Business Admin;Business Administration;Entrepreneurship;Bachelor's Degrees;2004
Rebecca Rodriguez;413;240103;Humanities;Humanities Division;Humanities;Literature;Bachelor's Degrees;2004
Kadyn Mayert;294;140801;Civil Engineering;College of Engineering;Engineering;Civil Engineering;Doctoral Degrees;2004
Malaya Hartmann;267;440401;Public Administration;Professional Studies Division;Public Administration;Disaster Prep & Emgncy Mgmt;Bachelor's Degrees;2004
Marianne Ledner;238;131401;Eng for Speakers of other Lang;College of Arts & Sciences;Lang, Ling & Lit;Second Lang Studies;Doctoral Degrees;2004
Sergio Haley;275;131001;Special Education;College of Education;Education;Special Education;Other;2004
Pascal Gaylord II;237;260102;Biomedical Science;School of Medicine;School of Medicine;Biomedical Sciences;Master's Degrees;2004
Adolf Watsica-Shields;288;141901;Mechanical Engineering;College of Engineering;Engineering;Mechanical Engineering;Doctoral Degrees;2004
Dr. Jaymes Bins II;120;160302;Japanese;College of Arts & Sciences;Lang, Ling & Lit;East Asian Lang & Lit;Bachelor's Degrees;2004
Dr. Almer Dibbert;379;142401;Ocean & Resources Engineering;Schl of Ocean & Earth Sci & Tech;Ocean & Earth Sci & Tech;Ocean & Res Eng;Doctoral Degrees;2004
Shawnee Ziemann DVM;440;513818;Nursing Practice;College of Arts & Sciences;School of Nursing;Nursing Practice;Other;2004
Darrien Graham;193; 50202;American Indian/Native Studies;General & Pre-Prof Ed;Hawaiian Studies;;Associate Degrees;2004
Lisle Kris;323;190901;Fashion Des & Merchandising;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Family & Consumer Sci;Bachelor's Degrees;2004
Sasha Abernathy;193; 50202;American Indian/Native Studies;General & Pre-Prof Ed;Hawaiian Studies;;Associate Degrees;2004
Christine Zemlak-Christiansen;129;151202;Electronics & Comp Engin Tech;Career & Tech Ed;Technology;Electronics & Comp Engin Tech;Associate Degrees;2004
Mrs. Echo Boehm DVM;108;270101;Mathematics, General;College of Arts & Sciences;Natural Sciences;Mathematics;Bachelor's Degrees;2004
Jessy Smith;482;261302;Marine Biology & Bio Ocean;College of Arts & Sciences;Natural Sciences;Biology Program;Doctoral Degrees;2004
Elmina Padberg;362;510904;Emergency Medical Services Mgt;Career & Tech Ed;Health Services;Mobile Intens Care Technician;Associate Degrees;2004
Dr. Georgiana Cremin DVM;120;160302;Japanese;College of Arts & Sciences;Lang, Ling & Lit;East Asian Lang & Lit;Bachelor's Degrees;2004
Zane Kuhic;268;141001;Electrical Engineering;College of Engineering;Engineering;Electrical Engineering;Master's Degrees;2004
Terry Flatley;125;430203;Fire & Environtl Emerg Resp;Career & Tech Ed;Public Services;Fire Science;Certs of Achievement;2004
Rosina Hauck;264;160102;Linguistics;College of Arts & Sciences;Lang, Ling & Lit;Linguistics;Master's Degrees;2004
Danelle Hauck-Abbott;421;260406;Cell/Cellular & Molecular Biol;School of Medicine;School of Medicine;Biomed Sci(Cell & Molecular Bio);Master's Degrees;2004
Grove Schamberger-Kozey;216;240103;Humanities;Humanities Division;Humanities;History;Bachelor's Degrees;2004
Dequan Gottlieb;377;450701;Geography;College of Arts & Sciences;Social Sciences;Geography;Doctoral Degrees;2004
Dr. Mya Hirthe;427; 30599;Trop Forest Eco Mgmt & Agrofor;Career & Tech Ed;Technology;Trop Forest Ecosys & Agrof Mgt;Certs of Achievement;2004
Crystal Carroll;254;160103;Interpretation & Translation;Career & Tech Ed;Public Services;Interpreting;Associate Degrees;2004
Mrs. Therese McKenzie DDS;387;120500;Food Service;Career & Tech Ed;Food Services;Food Service;Certs of Achievement;2004
Artie Casper;129;151202;Electronics & Comp Engin Tech;Career & Tech Ed;Technology;Electronics & Comp Engin Tech;Associate Degrees;2004
Miss Jenilee Shields PhD;228;511005;Medical Technology;School of Medicine;School of Medicine;Medical Technology;Bachelor's Degrees;2004
Wilbert Cassin;223; 10301;Agriculture;Career & Tech Ed;Technology;Agriculture;Associate Degrees;2004
Claiborne Boyle;113;240101;Liberal Arts;General & Pre-Prof Ed;Liberal Arts;Liberal Arts;Associate Degrees;2004
Kendra Beier;160; 90101;Speech Communicatn & Rhetoric;College of Arts & Sciences;Arts & Humanities;Communicology;Master's Degrees;2004
Else Brekke;466;303301;Sustainability Studies;Career & Tech Ed;Technology;Sustainable Science Management;Certs of Achievement;2004
Clovis Kunze;148;260901;Physiology;School of Medicine;School of Medicine;Biomed Sci (Physiology);Doctoral Degrees;2004
Judi Pouros;203;100202;Television Production;Career & Tech Ed;Technology;Television Production;Associate Degrees;2004
Saverio Bartoletti;141;260301;Botany;College of Arts & Sciences;Natural Sciences;Botany Program;Bachelor's Degrees;2004
Rosalie Leannon;283;142401;Ocean & Resources Engineering;Schl of Ocean & Earth Sci & Tech;Ocean & Earth Sci & Tech;Ocean & Res Eng;Master's Degrees;2004
Teena Rolfson; 39;110101;Computer/Info Science, General;College of Arts & Sciences;Natural Sciences;Information & Comp Sci;Bachelor's Degrees;2004
Annice Bartell;  9;140301;Agricultural Engineering;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Molecular Biosci & Bioeng;Bachelor's Degrees;2004
Olie Hirthe;266; 50109;Pacific Islands Studies;Schl of Pacific & Asian Studies;Pacific & Asian Studies;Pacific Studies;Master's Degrees;2004
Madden Spinka;327;460302;Elec Install & Maint Tech;Career & Tech Ed;Technology;Electrical Install/Maint Tech;Associate Degrees;2004
Miss Eugenia Daugherty PhD;412;400601;Geology;Schl of Ocean & Earth Sci & Tech;Ocean & Earth Sci & Tech;Geology;Master's Degrees;2004
Newell Smith;158;510907;Radiology;Career & Tech Ed;Health Services;Radiologic Technology;Associate Degrees;2004
Mr. Gennaro Pagac;494;301801;Natural Science;General & Pre-Prof Ed;Natural Sciences;Natural Science;Certs of Achievement;2004
Dr. Kelvin Wisozk I;345;131501;Teacher Assistant/Aide;Career & Tech Ed;Public Services;Educational Paraprofessional;Associate Degrees;2004
Melany Hahn-Braun;108;270101;Mathematics, General;College of Arts & Sciences;Natural Sciences;Mathematics;Bachelor's Degrees;2004
Alexandra Bogan-Reichel; 50;160303;Korean;College of Arts & Sciences;Lang, Ling & Lit;East Asian Lang & Lit;Doctoral Degrees;2004
Mr. Arland Schulist;392;140801;Civil Engineering;College of Engineering;Engineering;Civil Engineering;Bachelor's Degrees;2004
Zhane Beahan DDS; 83;430203;Fire & Environtl Emerg Resp;Career & Tech Ed;Public Services;Fire Science;Associate Degrees;2004
Dennie Herzog; 55;130901;Educational Foundations;College of Education;Education;Ed Foundations;Master's Degrees;2004
Sybilla Pfannerstill-Hintz;283;142401;Ocean & Resources Engineering;Schl of Ocean & Earth Sci & Tech;Ocean & Earth Sci & Tech;Ocean & Res Eng;Master's Degrees;2004
Devan Kerluke;233;450701;Geography;College of Arts & Sciences;Social Sciences;Geography;Master's Degrees;2004
Mrs. Karrie Hermann;477;400401;Atmospheric Sci & Meteorology;Schl of Ocean & Earth Sci & Tech;Ocean & Earth Sci & Tech;Atmospheric Sciences;Bachelor's Degrees;2004
Estes Homenick-Thompson;194;131401;Eng for Speakers of other Lang;College of Arts & Sciences;Lang, Ling & Lit;Second Lang Studies;Bachelor's Degrees;2004
Sammie Grady;466;303301;Sustainability Studies;Career & Tech Ed;Technology;Sustainable Science Management;Certs of Achievement;2004
Dr. Lucas Lehner DDS;454;510801;Medical/Clinical Assistant;Career & Tech Ed;Health Services;Nursing;Certs of Achievement;2004
Caryl Cummings;339; 50103;Asian Studies;Schl of Pacific & Asian Studies;Pacific & Asian Studies;Asian Studies;Master's Degrees;2004
Adriana Johnson;362;510904;Emergency Medical Services Mgt;Career & Tech Ed;Health Services;Mobile Intens Care Technician;Associate Degrees;2004
Isiah Tremblay;266; 50109;Pacific Islands Studies;Schl of Pacific & Asian Studies;Pacific & Asian Studies;Pacific Studies;Master's Degrees;2004
Coleton West;266; 50109;Pacific Islands Studies;Schl of Pacific & Asian Studies;Pacific & Asian Studies;Pacific Studies;Master's Degrees;2004
Paul Swaniawski;474;512201;Pub Health Sci & Epidemiology;School of Medicine;School of Social Work;Public Health;Master's Degrees;2004
Ms. Crete Armstrong;148;260901;Physiology;School of Medicine;School of Medicine;Biomed Sci (Physiology);Doctoral Degrees;2004
Miss Zola Cole DVM;108;270101;Mathematics, General;College of Arts & Sciences;Natural Sciences;Mathematics;Bachelor's Degrees;2004
Bennie Crona;497;520901;Hospitality Admin/Mgmt, Ge;Career & Tech Ed;Business Education;Hospitality & Tourism;Other;2004
Ms. Vernia Lindgren MD; 94;190902;Apparel & Textile Manufacture;Career & Tech Ed;Technology;Fashion Technology;Certs of Achievement;2004
Deacon Murray DVM;320;450101;Social Sciences;Social Sciences Division;Social Science;Early Childhood Education;Bachelor's Degrees;2004
Eleanora Koepp;453;309999;Interdisciplinary Studies;Professional Studies Division;Applied Science;Creative Media;Bachelor's Degrees;2004
Barbra Watsica;217;150701;Occuptnl Environmtl Safety Mgt;Career & Tech Ed;Public Services;Occupational Envir Safety Mgt;Certs of Achievement;2004
Halley Langworth;496;512201;Pub Health Sci & Epidemiology;School of Medicine;School of Social Work;Public Health;Bachelor's Degrees;2004
